Year,Month,Hotel ID,Hotel Name,Total Rating,Overall Customers,Rank,Change
2005,January,90766,Courtyard Chicago Midway Airport,25.0,1,1,83
2005,January,304277,Carlton Inn Midway,21.0,1,2,82
2005,January,299922,Holiday Inn Express Chicago-Midway Airport,12.0,2,3,81
2005,January,111490,Hotel Burnham - a Kimpton Hotel,11.2,65,4,80
2005,January,90975,The Silversmith Hotel & Suites,11.178571428571429,28,5,79
2005,January,111487,Hilton Garden Inn Chicago Downtown/Magnificent Mile,10.541666666666666,24,6,78
2005,January,224036,Fairfield Inn & Suites Chicago Downtown,10.125,8,7,77
2005,January,111500,Omni Chicago Hotel,9.62962962962963,27,8,76
2005,January,293203,Amalfi Hotel Chicago,8.870967741935484,31,9,75
2005,January,111492,Hotel Monaco Chicago - a Kimpton Hotel,8.686274509803921,51,10,74
2005,January,87610,Clarion Hotel Midway Airport,8.666666666666666,6,11,73
2005,January,87627,Red Roof Inn,8.5,12,12,72
2005,January,111486,Hampton Inn & Suites Chicago - Downtown,8.157894736842104,19,13,71
2005,January,235385,City Suites Hotel,8.0,13,14,70
2005,January,123230,Lincoln Motel,8.0,1,15,69
2005,January,87632,Park Hyatt Chicago,7.769230769230769,13,16,68
2005,January,114604,BEST WESTERN PLUS River North Chicago Downtown Hotel,7.705882352941177,17,17,67
2005,January,114581,Swissotel Chicago,7.672413793103448,58,18,66
2005,January,87620,InterContinental Chicago,7.285714285714286,21,19,65
2005,January,225105,The Peninsula Chicago,7.230769230769231,26,20,64
2005,January,114595,"MileNorth, A Chicago Hotel",7.208333333333333,72,21,63
2005,January,87654,The Talbott Hotel,7.206896551724138,29,22,62
2005,January,87648,Millennium Knickerbocker Hotel Chicago,7.12962962962963,54,23,61
2005,January,90985,Hotel Allegro Chicago - a Kimpton Hotel,6.986486486486487,74,24,60
2005,January,87637,Renaissance Chicago Hotel,6.916666666666667,24,25,59
2005,January,235386,Wheeler Mansion,6.857142857142857,7,26,58
2005,January,79228,BEST WESTERN Plus Hawthorne Terrace Hotel,6.833333333333333,6,27,57
2005,January,123234,Heart O' Chicago Motel,6.833333333333333,6,28,56
2005,January,111501,The Palmer House Hilton,6.83,100,29,55
2005,January,223061,Embassy Suites Hotel Chicago Downtown Lakefront,6.714285714285714,14,30,54
2005,January,236299,Sofitel Chicago Water Tower,6.686274509803922,51,31,53
2005,January,225108,W Chicago Lakeshore,6.6521739130434785,46,32,52
2005,January,114591,Four Seasons Hotel Chicago,6.625,8,33,51
2005,January,90986,Hilton Suites Chicago/Magnificent Mile,6.526315789473684,19,34,50
2005,January,90969,Holiday Inn Chicago Downtown,6.5,4,35,49
2005,January,87590,Hilton Chicago,6.4523809523809526,42,36,48
2005,January,87659,The Westin Chicago River North,6.423076923076923,26,37,47
2005,January,90955,Residence Inn Chicago Downtown,6.375,8,38,46
2005,January,90918,Inn at Lincoln Park,6.333333333333333,6,39,45
2005,January,87602,Embassy Suites Hotel Chicago Downtown,6.277777777777778,18,40,44
2005,January,87566,"Inn of Chicago Magnificent Mile, an Ascend Collection hotel",6.235294117647059,34,41,43
2005,January,87657,The Westin Michigan Avenue Chicago,6.166666666666667,42,42,42
2005,January,90957,Hotel Sax Chicago,6.166666666666667,6,43,41
2005,January,286793,Courtyard Chicago Downtown/Magnificent Mile,6.125,8,44,40
2005,January,250023,River Hotel,6.083333333333333,24,45,39
2005,January,87613,Howard Johnson Inn Downtown Chicago,6.0,15,46,38
2005,January,123319,Hilton Chicago O'Hare Airport,6.0,13,47,37
2005,January,114608,"Hotel Cass, a Holiday Inn Express",5.785714285714286,42,48,36
2005,January,287568,Hard Rock Hotel Chicago,5.59375,32,49,35
2005,January,111509,The Sutton Place Hotel,5.555555555555555,9,50,34
2005,January,220240,W Chicago - City Center,5.5,36,51,33
2005,January,87592,Marriott Chicago Downtown Magnificent Mile,5.384615384615385,13,52,32
2005,January,498305,Buckingham Athletic Club,5.333333333333333,3,53,31
2005,January,114577,Fairmont Chicago Millennium Park,5.321428571428571,28,54,30
2005,January,123316,Bellwood Hotel,5.0,2,55,29
2005,January,123224,Patio Motel,5.0,1,56,28
2005,January,87614,Chicago Marriott at Medical District/UIC,5.0,2,57,27
2005,January,90762,Marriott Chicago Midway,5.0,1,58,26
2005,January,90973,Allerton Hotel,4.9655172413793105,29,59,25
2005,January,87617,Hyatt Regency Chicago,4.915254237288136,59,60,24
2005,January,123217,Sheffield House,4.833333333333333,6,61,23
2005,January,87576,Travelodge Chicago Downtown,4.769230769230769,13,62,22
2005,January,114578,Wyndham Blake Chicago,4.642857142857143,14,63,21
2005,January,87645,The Drake,4.638297872340425,47,64,20
2005,January,111507,The Ritz-Carlton Chicago (A Four Seasons Hotel),4.5,8,65,19
2005,January,114600,The Whitehall Hotel,4.333333333333333,24,66,18
2005,January,87618,Hyatt Regency McCormick Place,4.2,15,67,17
2005,January,90976,Courtyard by Marriott Chicago Downtown,4.1,10,68,16
2005,January,87573,Chicago's Essex Inn,4.093023255813954,43,69,15
2005,January,87571,Days Inn Chicago,3.933333333333333,15,70,14
2005,January,87608,Holiday Inn Chicago - Mart Plaza,3.909090909090909,11,71,13
2005,January,217510,Club Quarters Chicago - Central Loop,3.8666666666666667,30,72,12
2005,January,87638,Sheraton Chicago Hotel and Towers,3.8333333333333335,60,73,11
2005,January,90916,Majestic Hotel,3.6666666666666665,9,74,10
2005,January,123225,Ohio House Motel,3.625,16,75,9
2005,January,87656,The Tremont Chicago Hotel at Magnificent Mile,3.625,56,76,8
2005,January,114583,BEST WESTERN Grant Park Hotel,3.4166666666666665,12,77,7
2005,January,87640,The Willows,3.0,6,78,6
2005,January,90922,Ramada Inn Lake Shore - Chicago,2.8,10,79,5
2005,January,87600,Delaware Towers,2.6666666666666665,3,80,4
2005,January,123317,Belair Hotel,2.5,4,81,3
2005,January,123318,Abbott Hotel,1.0,1,82,2
2005,January,123209,Chateau Hotel,1.0,1,83,1
2005,February,90766,Courtyard Chicago Midway Airport,25.0,1,1,0
2005,February,304277,Carlton Inn Midway,21.0,1,2,0
2005,February,299922,Holiday Inn Express Chicago-Midway Airport,12.0,2,3,0
2005,February,111490,Hotel Burnham - a Kimpton Hotel,11.567164179104477,67,4,0
2005,February,90975,The Silversmith Hotel & Suites,11.178571428571429,28,5,0
2005,February,111487,Hilton Garden Inn Chicago Downtown/Magnificent Mile,10.541666666666666,24,6,0
2005,February,111500,Omni Chicago Hotel,9.62962962962963,27,7,1
2005,February,224036,Fairfield Inn & Suites Chicago Downtown,9.555555555555555,9,8,-1
2005,February,114591,Four Seasons Hotel Chicago,9.4,10,9,24
2005,February,111492,Hotel Monaco Chicago - a Kimpton Hotel,8.686274509803921,51,10,0
2005,February,87610,Clarion Hotel Midway Airport,8.666666666666666,6,11,0
2005,February,87627,Red Roof Inn,8.5,12,12,0
2005,February,293203,Amalfi Hotel Chicago,8.216216216216216,37,13,-4
2005,February,235385,City Suites Hotel,8.0,13,14,0
2005,February,123230,Lincoln Motel,8.0,1,15,0
2005,February,111486,Hampton Inn & Suites Chicago - Downtown,8.0,20,16,-3
2005,February,114581,Swissotel Chicago,7.830508474576271,59,17,1
2005,February,111509,The Sutton Place Hotel,7.7272727272727275,11,18,32
2005,February,114604,BEST WESTERN PLUS River North Chicago Downtown Hotel,7.705882352941177,17,19,-2
2005,February,87632,Park Hyatt Chicago,7.571428571428571,14,20,-4
2005,February,236299,Sofitel Chicago Water Tower,7.482142857142857,56,21,10
2005,February,114595,"MileNorth, A Chicago Hotel",7.346666666666667,75,22,-1
2005,February,286793,Courtyard Chicago Downtown/Magnificent Mile,7.3,10,23,21
2005,February,225105,The Peninsula Chicago,7.230769230769231,26,24,-4
2005,February,87654,The Talbott Hotel,7.206896551724138,29,25,-3
2005,February,87659,The Westin Chicago River North,7.111111111111111,27,26,11
2005,February,90985,Hotel Allegro Chicago - a Kimpton Hotel,7.050632911392405,79,27,-3
2005,February,87648,Millennium Knickerbocker Hotel Chicago,6.982142857142857,56,28,-5
2005,February,87620,InterContinental Chicago,6.958333333333333,24,29,-10
2005,February,235386,Wheeler Mansion,6.857142857142857,7,30,-4
2005,February,79228,BEST WESTERN Plus Hawthorne Terrace Hotel,6.833333333333333,6,31,-4
2005,February,123234,Heart O' Chicago Motel,6.833333333333333,6,32,-4
2005,February,87637,Renaissance Chicago Hotel,6.8,25,33,-8
2005,February,111501,The Palmer House Hilton,6.719626168224299,107,34,-5
2005,February,223061,Embassy Suites Hotel Chicago Downtown Lakefront,6.714285714285714,14,35,-5
2005,February,250023,River Hotel,6.6,25,36,9
2005,February,225108,W Chicago Lakeshore,6.531914893617022,47,37,-5
2005,February,90986,Hilton Suites Chicago/Magnificent Mile,6.526315789473684,19,38,-4
2005,February,90969,Holiday Inn Chicago Downtown,6.5,4,39,-4
2005,February,123319,Hilton Chicago O'Hare Airport,6.428571428571429,14,40,7
2005,February,87566,"Inn of Chicago Magnificent Mile, an Ascend Collection hotel",6.405405405405405,37,41,0
2005,February,90955,Residence Inn Chicago Downtown,6.375,8,42,-4
2005,February,90918,Inn at Lincoln Park,6.333333333333333,6,43,-4
2005,February,87657,The Westin Michigan Avenue Chicago,6.333333333333333,45,44,-2
2005,February,87590,Hilton Chicago,6.295454545454546,44,45,-9
2005,February,87602,Embassy Suites Hotel Chicago Downtown,6.277777777777778,18,46,-6
2005,February,90957,Hotel Sax Chicago,6.166666666666667,6,47,-4
2005,February,87640,The Willows,6.142857142857143,7,48,30
2005,February,114608,"Hotel Cass, a Holiday Inn Express",6.0227272727272725,44,49,-1
2005,February,220240,W Chicago - City Center,5.7631578947368425,38,50,1
2005,February,87613,Howard Johnson Inn Downtown Chicago,5.75,16,51,-5
2005,February,87617,Hyatt Regency Chicago,5.507462686567164,67,52,8
2005,February,287568,Hard Rock Hotel Chicago,5.485714285714286,35,53,-4
2005,February,114577,Fairmont Chicago Millennium Park,5.310344827586207,29,54,0
2005,February,87592,Marriott Chicago Downtown Magnificent Mile,5.142857142857143,14,55,-3
2005,February,123316,Bellwood Hotel,5.0,2,56,-1
2005,February,123224,Patio Motel,5.0,1,57,-1
2005,February,87614,Chicago Marriott at Medical District/UIC,5.0,2,58,-1
2005,February,498305,Buckingham Athletic Club,5.0,4,59,-6
2005,February,90762,Marriott Chicago Midway,5.0,1,60,-2
2005,February,90973,Allerton Hotel,4.9655172413793105,29,61,-2
2005,February,123217,Sheffield House,4.833333333333333,6,62,-1
2005,February,87645,The Drake,4.833333333333333,48,63,1
2005,February,114578,Wyndham Blake Chicago,4.642857142857143,14,64,-1
2005,February,87576,Travelodge Chicago Downtown,4.5,14,65,-3
2005,February,111507,The Ritz-Carlton Chicago (A Four Seasons Hotel),4.5,8,66,-1
2005,February,114600,The Whitehall Hotel,4.32,25,67,-1
2005,February,87571,Days Inn Chicago,4.25,16,68,2
2005,February,90976,Courtyard by Marriott Chicago Downtown,4.181818181818182,11,69,-1
2005,February,87618,Hyatt Regency McCormick Place,4.176470588235294,17,70,-3
2005,February,87638,Sheraton Chicago Hotel and Towers,4.098360655737705,61,71,2
2005,February,87573,Chicago's Essex Inn,4.088888888888889,45,72,-3
2005,February,87608,Holiday Inn Chicago - Mart Plaza,3.909090909090909,11,73,-2
2005,February,217510,Club Quarters Chicago - Central Loop,3.8666666666666667,30,74,-2
2005,February,87656,The Tremont Chicago Hotel at Magnificent Mile,3.824561403508772,57,75,1
2005,February,90916,Majestic Hotel,3.6666666666666665,9,76,-2
2005,February,123225,Ohio House Motel,3.625,16,77,-2
2005,February,114583,BEST WESTERN Grant Park Hotel,3.4615384615384617,13,78,-1
2005,February,90922,Ramada Inn Lake Shore - Chicago,2.8,10,79,0
2005,February,87600,Delaware Towers,2.6666666666666665,3,80,0
2005,February,123317,Belair Hotel,2.5,4,81,0
2005,February,123318,Abbott Hotel,1.0,1,82,0
2005,February,123209,Chateau Hotel,1.0,1,83,0
2005,March,90766,Courtyard Chicago Midway Airport,25.0,1,1,0
2005,March,304277,Carlton Inn Midway,21.0,1,2,0
2005,March,90975,The Silversmith Hotel & Suites,12.363636363636363,33,3,2
2005,March,111490,Hotel Burnham - a Kimpton Hotel,11.875,72,4,0
2005,March,111487,Hilton Garden Inn Chicago Downtown/Magnificent Mile,11.6,30,5,1
2005,March,224036,Fairfield Inn & Suites Chicago Downtown,10.9,10,6,2
2005,March,114591,Four Seasons Hotel Chicago,10.727272727272727,11,7,2
2005,March,111500,Omni Chicago Hotel,10.142857142857142,28,8,-1
2005,March,293203,Amalfi Hotel Chicago,9.487804878048781,41,9,4
2005,March,299922,Holiday Inn Express Chicago-Midway Airport,9.333333333333334,3,10,-7
2005,March,79228,BEST WESTERN Plus Hawthorne Terrace Hotel,9.285714285714286,7,11,20
2005,March,111492,Hotel Monaco Chicago - a Kimpton Hotel,8.754716981132075,53,12,-2
2005,March,87610,Clarion Hotel Midway Airport,8.666666666666666,6,13,-2
2005,March,87659,The Westin Chicago River North,8.548387096774194,31,14,12
2005,March,87627,Red Roof Inn,8.5,12,15,-3
2005,March,123234,Heart O' Chicago Motel,8.375,8,16,16
2005,March,236299,Sofitel Chicago Water Tower,8.370967741935484,62,17,4
2005,March,235385,City Suites Hotel,8.0,13,18,-4
